text,source,text_clean,label
tidak berfungsi,PlayStore,tidak berfungsi,1
"aneh apk masuk gabisa padahal baru pertama kali pake apk ini udah di bioang nya ""anda terlalu sering memasukan nomor""gilaa",PlayStore,aneh apk masuk gabisa padahal baru pertama kali pake apk ini udah di bioang nya anda terlalu sering memasukan nomorgilaa,1
saya tidak mengerti!!,PlayStore,saya tidak mengerti,1
benar benar membantu,PlayStore,benar benar membantu,2
sudah lama langganan. saat pindah handphone sampai saat ini tidak berhasil verifikasi dan masuk. unsubscribe!!,PlayStore,sudah lama langganan saat pindah handphone sampai saat ini tidak berhasil verifikasi dan masuk unsubscribe,1
baca nya pesan aing,PlayStore,baca nya pesan aing,1
the best apikasi,PlayStore,the best apikasi,1
aplikasi kikir gw kasi bintang 5 biar kelihatan sama yang lain,PlayStore,aplikasi kikir gw kasi bintang  biar kelihatan sama yang lain,1
premium t4eK a kalo premium premium gausah buat aplikasi,PlayStore,premium tek a kalo premium premium gausah buat aplikasi,1
kurang harus premium terus pengen liat ini itu,PlayStore,kurang harus premium terus pengen liat ini itu,1
kenapa haru permiumm,PlayStore,kenapa haru permiumm,1
baguss sekaliiiii,PlayStore,baguss sekaliiiii,1
"apalah dikit"" iklan dikit"" iklannn trusss maksa banget buat jadi premium, kalau gak premium ga bisa liatt truss buat apaaa, dulu gak kayak giniii mengecewakan!!!",PlayStore,apalah dikit iklan dikit iklannn trusss maksa banget buat jadi premium kalau gak premium ga bisa liatt truss buat apaaa dulu gak kayak giniii mengecewakan,1
"get contact skrng gimana sii mau login pun susah amat ,banyak permintaan tunggu sebentar trs, padahal baru download lagi.",PlayStore,get contact skrng gimana sii mau login pun susah amat banyak permintaan tunggu sebentar trs padahal baru download lagi,1
sdh tdk bs liat tag pdhl dlu gratisss,PlayStore,sdh tdk bs liat tag pdhl dlu gratisss,1
"baguss sii aplikasi nya sebenarnya akuu udh pake lama, dan jarang buka pas mau cek nomer bayar, klo berbayar ga cocok sii untuk pelajar",PlayStore,baguss sii aplikasi nya sebenarnya akuu udh pake lama dan jarang buka pas mau cek nomer bayar klo berbayar ga cocok sii untuk pelajar,1
getcontact memakai pembayaran tidak gratis,PlayStore,getcontact memakai pembayaran tidak gratis,1
"wehhh ini apk gimana dah, masa gw disuruh verifikasi nomor berkali kali. gimana sih ini cerita nya??",PlayStore,wehhh ini apk gimana dah masa gw disuruh verifikasi nomor berkali kali gimana sih ini cerita nya,1
"gara"" verifikasi kode otp nomor WhatsAppku jadi kebanned gara gara aplikasi ini",PlayStore,gara verifikasi kode otp nomor whatsappku jadi kebanned gara gara aplikasi ini,1
aplikasi sampah. udh langganan 1 tahun pas mau login lagi malah gabisa bisa. kocak,PlayStore,aplikasi sampah udh langganan  tahun pas mau login lagi malah gabisa bisa kocak,1
"perbaikin bug nya. masa no nya udah di stel bener malah keganti mulu. no nya juga udah make dua, berarti bukan bug dari sininya tapi dari server sono. perbaikin.",PlayStore,perbaikin bug nya masa no nya udah di stel bener malah keganti mulu no nya juga udah make dua berarti bukan bug dari sininya tapi dari server sono perbaikin,1
tidak bisa login dan harus bayar,PlayStore,tidak bisa login dan harus bayar,1
aplikasi tidak berguna premium sudah tapi banyak akses ditutup,PlayStore,aplikasi tidak berguna premium sudah tapi banyak akses ditutup,1
"baru berlangganan ternyata bayarnya 21k padahal tulisannya 19k hmm,mendinh jgn tempel harga 19k deh",PlayStore,baru berlangganan ternyata bayarnya k padahal tulisannya k hmmmendinh jgn tempel harga k deh,1
"ini kenapa sih get contact, susah bgt mau masuk nya, verifikasi terlalu banyak verifikasi terlalu banyak, gt aja terus! giliran udah bisa masuk idah langganan premium batu beberapa hari ehh tiba² ke logout sendiri, mau masuk lg gk bisa²! rugi bandarr!!!",PlayStore,ini kenapa sih get contact susah bgt mau masuk nya verifikasi terlalu banyak verifikasi terlalu banyak gt aja terus giliran udah bisa masuk idah langganan premium batu beberapa hari ehh tiba ke logout sendiri mau masuk lg gk bisa rugi bandarr,0
ko di saya sedikit pdhl mereka save nmr aku,PlayStore,ko di saya sedikit pdhl mereka save nmr aku,1
jangan pake prabayar dong minimal gratis,PlayStore,jangan pake prabayar dong minimal gratis,1
"daftar pake email Bru, nomor baru. tpi batas aksenya 0 di suruh langganan hdeh",PlayStore,daftar pake email bru nomor baru tpi batas aksenya  di suruh langganan hdeh,1
baru dowload pas baru masuk terkeluar sendiri trus ada tulisan gajelas🫤,PlayStore,baru dowload pas baru masuk terkeluar sendiri trus ada tulisan gajelas,1
kck berbayar,PlayStore,kck berbayar,1
taiiiii aplikasi taiii harus bayar mau ngechek doang,PlayStore,taiiiii aplikasi taiii harus bayar mau ngechek doang,1
tidak memuaskan,PlayStore,tidak memuaskan,1
"dikit"" bayar",PlayStore,dikit bayar,1
kok tagar nya cuma dua!!,PlayStore,kok tagar nya cuma dua,1
"aplikasi malah ga jelas udah bener masukin nomor malah di salahin, giliran di coba berulang malah limit kocak",PlayStore,aplikasi malah ga jelas udah bener masukin nomor malah di salahin giliran di coba berulang malah limit kocak,1
Aneh apk ini ga merasa berlangganan malah kepotong saldo kocak aplikasi nih,PlayStore,aneh apk ini ga merasa berlangganan malah kepotong saldo kocak aplikasi nih,1
"daftar pake google dah masuk giliran mau masukin nomer pas lanjut kok bisa nomer langsung berubah salah,padahal sebelum lanjut nomer udah saya cek udah bener tp tetep berubah",PlayStore,daftar pake google dah masuk giliran mau masukin nomer pas lanjut kok bisa nomer langsung berubah salahpadahal sebelum lanjut nomer udah saya cek udah bener tp tetep berubah,1
sekarang gk bisa pilihan banyak paket sedikit tolong kaya jaman waktu duku lagi dong,PlayStore,sekarang gk bisa pilihan banyak paket sedikit tolong kaya jaman waktu duku lagi dong,1
Agus terpercaya mudah,PlayStore,agus terpercaya mudah,1
mls sekarang mau liat tag aja premium g kyk dlu,PlayStore,mls sekarang mau liat tag aja premium g kyk dlu,1
ga suka aja,PlayStore,ga suka aja,2
"aplikasi sampah tidak seperti dulu lagi ,mau login aja di persulit,udah mah berbayar tapi sia sia,",PlayStore,aplikasi sampah tidak seperti dulu lagi mau login aja di persulitudah mah berbayar tapi sia sia,1
gk suka aja,PlayStore,gk suka aja,2
Berbayar ga ada gratis nya untuk pengguna baru,PlayStore,berbayar ga ada gratis nya untuk pengguna baru,1
"dulu daftar gmpng bgt, skrng susah ga bisa apalgi BOT wa nya g bisa",PlayStore,dulu daftar gmpng bgt skrng susah ga bisa apalgi bot wa nya g bisa,1
sungguh pengalaman yang buruk tidak ada kegunaan sama sekali fitur utama aja harus pake premium untuk apa ada jika harus premium,PlayStore,sungguh pengalaman yang buruk tidak ada kegunaan sama sekali fitur utama aja harus pake premium untuk apa ada jika harus premium,0
Bagus sekali untuk cari teman yang usil,PlayStore,bagus sekali untuk cari teman yang usil,2
"gabisa login, ga terverifikasi mulu pdahal udh bner",PlayStore,gabisa login ga terverifikasi mulu pdahal udh bner,1
"gimana mau tau tentang informasi orang semuanya harus premium, minimal ada yang gratis kek",PlayStore,gimana mau tau tentang informasi orang semuanya harus premium minimal ada yang gratis kek,1
apk menyesatkan jangan pernah download kawan,PlayStore,apk menyesatkan jangan pernah download kawan,1
ga jelas banget udh mau bayar malah ga bisa,PlayStore,ga jelas banget udh mau bayar malah ga bisa,1
knp hrus berbayar sih,PlayStore,knp hrus berbayar sih,1
GA JELAS!! APLIKASI SAMPAH,PlayStore,ga jelas aplikasi sampah,1
"Pengembang aplikasi hanya membuka slot terbatas untuk versi beta (uji coba) aplikasi mereka, dan semua slot sudah terisi.tolong la developer membuka lebih banyak slot",PlayStore,pengembang aplikasi hanya membuka slot terbatas untuk versi beta uji coba aplikasi mereka dan semua slot sudah terisitolong la developer membuka lebih banyak slot,1
"kembalikan get contac seperti dulu , gratis . masa sekarang bayar semua",PlayStore,kembalikan get contac seperti dulu  gratis  masa sekarang bayar semua,1
bayarrr muluu apa si jlkkk puolll,PlayStore,bayarrr muluu apa si jlkkk puolll,1
bisa digunakan nggak sih? apanya sama bot wa get contact nggak bisa kirim kode nya?,PlayStore,bisa digunakan nggak sih apanya sama bot wa get contact nggak bisa kirim kode nya,1
sangat tidak nyaman dan tidak berguna,PlayStore,sangat tidak nyaman dan tidak berguna,1
"percuma download aplikasi gak bisa di pake kalo gak bayar, kecewa gaiissss...!!!",PlayStore,percuma download aplikasi gak bisa di pake kalo gak bayar kecewa gaiissss,0
tidak bagus,PlayStore,tidak bagus,2
MEMBANTU BANGETT IHHHH . .,PlayStore,membantu bangett ihhhh,2
harus bayar males hadeuhhh,PlayStore,harus bayar males hadeuhhh,1
karena app ini HP ku jadi aneh,PlayStore,karena app ini hp ku jadi aneh,1
gara gara aplikasi ini nama saya ke doxinh sama temen saya,PlayStore,gara gara aplikasi ini nama saya ke doxinh sama temen saya,1
mending dj jadiin apk berbayar di google play langsung dari pada gratis tapi harus bayar buat liat tag orang,PlayStore,mending dj jadiin apk berbayar di google play langsung dari pada gratis tapi harus bayar buat liat tag orang,1
luar biasa Sangat membantu bagi yang untuk kebaikan salam,PlayStore,luar biasa sangat membantu bagi yang untuk kebaikan salam,2
apliksi eror masukin No gak bisa masuk apliksi samph,PlayStore,apliksi eror masukin no gak bisa masuk apliksi samph,1
gᥱ𝗍ᥴ᥆ᥒ𝗍ᥲᥴ𝗍 іᥒі sᥲᥒgᥲ𝗍 ᑲᥲgᥙss,PlayStore,g  sg gss,1
cukup bagus 👍,PlayStore,cukup bagus,2
tk perlu kata2 yg penting apk ini jangan di download jelek bgtt sumpah masa gk bisa login,PlayStore,tk perlu kata yg penting apk ini jangan di download jelek bgtt sumpah masa gk bisa login,0
perbayar,PlayStore,perbayar,1
jngan di download tidak aplikasi ini tidak berfungsi dengan baik,PlayStore,jngan di download tidak aplikasi ini tidak berfungsi dengan baik,1
Tidak berguna. Terlalu berbayar. melihat tag saja harus bayar. masih bagus truecaller,PlayStore,tidak berguna terlalu berbayar melihat tag saja harus bayar masih bagus truecaller,2
pake walet apapun ga bisa berlangganan payah,PlayStore,pake walet apapun ga bisa berlangganan payah,1
tolong dong jangan berbayar jadi susah nih😡🤬,PlayStore,tolong dong jangan berbayar jadi susah nih,1
MasyaAlloh,PlayStore,masyaalloh,1
"dengan adanya aplikasi ini. Dan review orang², Kita jadi bisa lebih waspada sm nomor² yg mencurigakan",PlayStore,dengan adanya aplikasi ini dan review orang kita jadi bisa lebih waspada sm nomor yg mencurigakan,1
aplikasi bagus cocok buat nelpon sehari hari nya terimakasih getcontact untuk aplikasi terimakasih banyak saya kasih Binta 5 keren banget sih ⭐⭐⭐⭐⭐,PlayStore,aplikasi bagus cocok buat nelpon sehari hari nya terimakasih getcontact untuk aplikasi terimakasih banyak saya kasih binta  keren banget sih,2
saya tidak dapat melihat nama saya,PlayStore,saya tidak dapat melihat nama saya,1
apk nya bagus tapi cara liat org nge SV wea kita itu apa gimana yah cara nya,PlayStore,apk nya bagus tapi cara liat org nge sv wea kita itu apa gimana yah cara nya,2
verif pun susah Apk apaan,PlayStore,verif pun susah apk apaan,1
"apps ngk jelas,proses daftar ribet,di lempar² Mulu, diulang-ulang",PlayStore,apps ngk jelasproses daftar ribetdi lempar mulu diulangulang,1
g brguna g bisa login,PlayStore,g brguna g bisa login,1
sangat bagus karena bisa melihat yang namai kita aplikasi yang sangat seru di lihat jangan tinggal donwload sekarang,PlayStore,sangat bagus karena bisa melihat yang namai kita aplikasi yang sangat seru di lihat jangan tinggal donwload sekarang,2
"apl nya ngelunjak, tahun lalu gak gini, sekarang makin rame di bikin premium untuk ngecek nama kita di sv apa sm org lain, minimal ya, kasih batasan. misal : 1 minggu cuman boleh ngecek 3 kontak (ngecek no kita di sv apa), jangan kayak gini lah",PlayStore,apl nya ngelunjak tahun lalu gak gini sekarang makin rame di bikin premium untuk ngecek nama kita di sv apa sm org lain minimal ya kasih batasan misal   minggu cuman boleh ngecek  kontak ngecek no kita di sv apa jangan kayak gini lah,1
udah premium pun liat tag nya ada batasan wkwk 😂 minimal klo bikin apk berbayar yg premium harusnya gada batasan selama sebulan buat liat tag org... premium kok masih ada limit kocak kocak,PlayStore,udah premium pun liat tag nya ada batasan wkwk  minimal klo bikin apk berbayar yg premium harusnya gada batasan selama sebulan buat liat tag org premium kok masih ada limit kocak kocak,1
sanggat membantu,PlayStore,sanggat membantu,2
"ga bisa login, meskipun sudah di coba dan melihat tutorial",PlayStore,ga bisa login meskipun sudah di coba dan melihat tutorial,1
"bagus,mines harus bayar ketika mau melihat #tg",PlayStore,bagusmines harus bayar ketika mau melihat tg,1
"hati"" ya sekali kalian download dan insatall banyak nomor"" penipu yg kontek kalian, mending langsung di uninstall aja dan jgn lupa reset aplikasinya",PlayStore,hati ya sekali kalian download dan insatall banyak nomor penipu yg kontek kalian mending langsung di uninstall aja dan jgn lupa reset aplikasinya,0
"saya pengguna lama awal aplikasi ini ada,ko skrng harus bayar kalau lihat # ya...",PlayStore,saya pengguna lama awal aplikasi ini adako skrng harus bayar kalau lihat  ya,1
sangat mmbantu,PlayStore,sangat mmbantu,1
baguss jadi tahu wkwk,PlayStore,baguss jadi tahu wkwk,1
masih coba,PlayStore,masih coba,1
bagus buat selidiki nomor nomor penipu,PlayStore,bagus buat selidiki nomor nomor penipu,1
"buat masuk ke get contactnya aja ribet banget, najis",PlayStore,buat masuk ke get contactnya aja ribet banget najis,1
semoga cepet di perbaiki👍🏻,PlayStore,semoga cepet di perbaiki,1
kurang bGusd,PlayStore,kurang bgusd,1
"apk gk berguna, dulu setiap ngecek gk pernah d mintain biaya sekrang aja semua harus berbayar dan premium padahal cuman ngecek tagar + nmr asing doang harus bngt berkedok dengan administrasi, apk udh mirip ky meras org secara online, nyesel bngt download nya, gk berguna",PlayStore,apk gk berguna dulu setiap ngecek gk pernah d mintain biaya sekrang aja semua harus berbayar dan premium padahal cuman ngecek tagar  nmr asing doang harus bngt berkedok dengan administrasi apk udh mirip ky meras org secara online nyesel bngt download nya gk berguna,1
aplikasi berbayar dan sangat mahal. kegunaan cuman liat kontak doang ngk ada manfaat sama sekali,PlayStore,aplikasi berbayar dan sangat mahal kegunaan cuman liat kontak doang ngk ada manfaat sama sekali,1
susah buat masuk gimna sih ini buang buang kuota aja aplikasi nya jelek jangan di dowunload nanti nyesel sekarang gak kaya dlu,PlayStore,susah buat masuk gimna sih ini buang buang kuota aja aplikasi nya jelek jangan di dowunload nanti nyesel sekarang gak kaya dlu,0
gabisa liat karna berbayar,PlayStore,gabisa liat karna berbayar,1
tidak bisa lngsung login stllah daftar,PlayStore,tidak bisa lngsung login stllah daftar,1
kecewa sama aplikasi ini bayar terus,PlayStore,kecewa sama aplikasi ini bayar terus,0
belum tau mangpatnyah,PlayStore,belum tau mangpatnyah,1
gaasiknya apa apa harus premium,PlayStore,gaasiknya apa apa harus premium,1
"semua apa harus bayar,ga kaya dulu gratis",PlayStore,semua apa harus bayarga kaya dulu gratis,1
"mau login aja gabisa trs ada notifikasi terlalu sering mencoba padahal baru pertama kali coba apk ini udh ku biarin 1 harian masih sama aja katanya ""terlalu sering... "" trs dan kalo udh bisa pun kan disuruh kirim chat ke wa verify nah abis itu knp getcontact nya malah layar nya putih trs ku relogin malah ulang lagi ""terlalu sering... "" duh duhh",PlayStore,mau login aja gabisa trs ada notifikasi terlalu sering mencoba padahal baru pertama kali coba apk ini udh ku biarin  harian masih sama aja katanya terlalu sering  trs dan kalo udh bisa pun kan disuruh kirim chat ke wa verify nah abis itu knp getcontact nya malah layar nya putih trs ku relogin malah ulang lagi terlalu sering  duh duhh,1
ke banyakan iklan,PlayStore,ke banyakan iklan,1
kurang banyak tag nomor nyaa,PlayStore,kurang banyak tag nomor nyaa,1
"parah banget nih aplikasi, sudah stop langganan masih di potong saldo pulsa, kalau tidak cukup saldo pulsa potong saldo ovo terus bulan besoknya potong saldo gopay. paaaaaaaaaaaaaaaarah",PlayStore,parah banget nih aplikasi sudah stop langganan masih di potong saldo pulsa kalau tidak cukup saldo pulsa potong saldo ovo terus bulan besoknya potong saldo gopay paaaaaaaaaaaaaaaarah,1
"mau login susahe minta ampun, sekarang malah udah gak bisa",PlayStore,mau login susahe minta ampun sekarang malah udah gak bisa,1
4bintang untuk getcontack,PlayStore,bintang untuk getcontack,1
good the best minus nya harus bayar,PlayStore,good the best minus nya harus bayar,1
makin update makin jelek ga kaya dulu udah bagus malah di update jadi jelek dasar Dev cuma mikir uang,PlayStore,makin update makin jelek ga kaya dulu udah bagus malah di update jadi jelek dasar dev cuma mikir uang,0
daftar gak bisa mulu,PlayStore,daftar gak bisa mulu,1
bagus tapi saya yg TDK tau cara mengunakan apps ini,PlayStore,bagus tapi saya yg tdk tau cara mengunakan apps ini,2
sangat mudah dan Membantu Mengetahui si Penelpon karena banyak nomor telepon Penipuan atau Spam,PlayStore,sangat mudah dan membantu mengetahui si penelpon karena banyak nomor telepon penipuan atau spam,2
bayar bayar bayar,PlayStore,bayar bayar bayar,1
Belom kerja minta bayar,PlayStore,belom kerja minta bayar,1
bagus❤,PlayStore,bagus,2
emang harus banget yah premium?,PlayStore,emang harus banget yah premium,1
jaga nomor kita sangat aman,PlayStore,jaga nomor kita sangat aman,2
kok gak bisa ya,PlayStore,kok gak bisa ya,1
"aplikasi gajelas setiap login muncul tulisan ""Anda telah mengirim terlalu banyak permintaan verifikasi. Harap tunggu sebentar sebelum mencoba lagi."" gw harap bug nya diperbaikin",PlayStore,aplikasi gajelas setiap login muncul tulisan anda telah mengirim terlalu banyak permintaan verifikasi harap tunggu sebentar sebelum mencoba lagi gw harap bug nya diperbaikin,1
"saya kasih bintang 5 aplikasi nya bagus, berguna banget, tapi tolong dong tambahin fitur untuk melihat orang yang save nomor kita seperti itu siapa gitu. terima kasih",PlayStore,saya kasih bintang  aplikasi nya bagus berguna banget tapi tolong dong tambahin fitur untuk melihat orang yang save nomor kita seperti itu siapa gitu terima kasih,2
bener bener gak jelas,PlayStore,bener bener gak jelas,1
cuku membantu,PlayStore,cuku membantu,2
semua nya serba bayar😔,PlayStore,semua nya serba bayar,1
skrg kalau mau liat kontak harus berbayar,PlayStore,skrg kalau mau liat kontak harus berbayar,1
apa sih harus bayar,PlayStore,apa sih harus bayar,1
"lama² bayar semua ya?, buka ini bayar, anu itu bayar,",PlayStore,lama bayar semua ya buka ini bayar anu itu bayar,1
aplikasi ini harus bayar di dlm nya 🗿,PlayStore,aplikasi ini harus bayar di dlm nya,1
"mau apa apa harus premium haduehh, gimana si niat buat apk gsk? kebelet haji?",PlayStore,mau apa apa harus premium haduehh gimana si niat buat apk gsk kebelet haji,1
dari gecoontak jadi ak tau apa di buat pacar saya nama di wa ya,PlayStore,dari gecoontak jadi ak tau apa di buat pacar saya nama di wa ya,1
apa apa prem apk gak guna,PlayStore,apa apa prem apk gak guna,1
gak bisa login gak jelas,PlayStore,gak bisa login gak jelas,1
aplikasi paling ga jls verifikasi gagal mulu,PlayStore,aplikasi paling ga jls verifikasi gagal mulu,1
"aplikasi bagus, karena bisa menemukan jodoh di aplikasi ini. Terbaik lah...",PlayStore,aplikasi bagus karena bisa menemukan jodoh di aplikasi ini terbaik lah,2
kebelet haji,PlayStore,kebelet haji,1
makin kesini makin bayar,PlayStore,makin kesini makin bayar,1
kok gak bisa masukan nomer dengan benar gimana sih saya udah bener masukin nomer nya tapi pas verif kok beda nomer masuk nya,PlayStore,kok gak bisa masukan nomer dengan benar gimana sih saya udah bener masukin nomer nya tapi pas verif kok beda nomer masuk nya,1
apaan gratis orang disuruh bayar premium dulu baru bisa buka😤🙄😒,PlayStore,apaan gratis orang disuruh bayar premium dulu baru bisa buka,1
"aplikasi tolol Susa bet verifikasi padahal dh daftar tahun lalu verifikasi nya GK masuk masuk apk rusak, mending di hapus ni apk",PlayStore,aplikasi tolol susa bet verifikasi padahal dh daftar tahun lalu verifikasi nya gk masuk masuk apk rusak mending di hapus ni apk,1
"ingin mengetahui cara melihat kontak saya di wa dinamakan apa, tetapi tidak bisa",PlayStore,ingin mengetahui cara melihat kontak saya di wa dinamakan apa tetapi tidak bisa,1
dasar pelit,PlayStore,dasar pelit,1
di buka kok tidak bisa,PlayStore,di buka kok tidak bisa,1
"masa bayar cuman liat tag di nomor orang lain sih,? pelit amat",PlayStore,masa bayar cuman liat tag di nomor orang lain sih pelit amat,1
"di buat login tidak bisa sudah masukkan nomor yang benar tapi tidak ke ditec semuanya selalu terpotong di bagian akhir nomor, hummp mana nunggu limit nya lama🙄",PlayStore,di buat login tidak bisa sudah masukkan nomor yang benar tapi tidak ke ditec semuanya selalu terpotong di bagian akhir nomor hummp mana nunggu limit nya lama,1
gak tau cara pake kk,PlayStore,gak tau cara pake kk,1
mau login pake no hp padahal nomornya dah bener pas di cek tiba tiba berubah jauh bgt,PlayStore,mau login pake no hp padahal nomornya dah bener pas di cek tiba tiba berubah jauh bgt,1
"gagal terus verifikasi no hp, otomatis berubah dari sistem, aneeh",PlayStore,gagal terus verifikasi no hp otomatis berubah dari sistem aneeh,1
"wkakwk makin gajelas aja ni aplikasi, liat tag nomor orang harus premium segala, padahal mau tau siapa yang telepon barusan",PlayStore,wkakwk makin gajelas aja ni aplikasi liat tag nomor orang harus premium segala padahal mau tau siapa yang telepon barusan,1
👌👌🙏,PlayStore,,1
getcontact sangat sangat tidak berguna percuma donloawd apl ini kalo hasilnya harus bayar cuma mau liat tag orang lain aja baya katanya apl yg multifungsi tpi kok baya yang buat ini gimana yaa kebelat kaya apa gimana jangan di instal yaa guysssss percuma soalnya gak bermanfaat dan gak bantu banget,PlayStore,getcontact sangat sangat tidak berguna percuma donloawd apl ini kalo hasilnya harus bayar cuma mau liat tag orang lain aja baya katanya apl yg multifungsi tpi kok baya yang buat ini gimana yaa kebelat kaya apa gimana jangan di instal yaa guysssss percuma soalnya gak bermanfaat dan gak bantu banget,2
sangat tidak bagus,PlayStore,sangat tidak bagus,2
dikit dikit harus premium mau cepet naik haji lu bego,PlayStore,dikit dikit harus premium mau cepet naik haji lu bego,1
bagusa bisa melihat no org yg sve no kita,PlayStore,bagusa bisa melihat no org yg sve no kita,1
"harus premium dlu Untuk lihat ""tag"" pdahal dlu engga",PlayStore,harus premium dlu untuk lihat tag pdahal dlu engga,1
sekarang tidak bermanfaat karena gak ada geratisan nya,PlayStore,sekarang tidak bermanfaat karena gak ada geratisan nya,2
pulsa sdh terpotong Namun Kok tdk di Bs Di Gunakan,PlayStore,pulsa sdh terpotong namun kok tdk di bs di gunakan,1
bagus banget saking bagusnya aku kasih bintang satu karena cuman nengok hastag org mbayar,PlayStore,bagus banget saking bagusnya aku kasih bintang satu karena cuman nengok hastag org mbayar,2
"kenapa si harus membayar, kan ini cuma mau liat nama kita di hp orang lain tapi mala di kasi berbayar jir",PlayStore,kenapa si harus membayar kan ini cuma mau liat nama kita di hp orang lain tapi mala di kasi berbayar jir,1
"susah bener loginnya , telpon ga masuk2, parah",PlayStore,susah bener loginnya  telpon ga masuk parah,1
"ini getcont knapa pas aku mau masuk ke nope.. nonya tu bener, tapi kenapa pas mau nunggu konfirmasi no yg tertera salah?? ini lagi gangguan apa gimana?",PlayStore,ini getcont knapa pas aku mau masuk ke nope nonya tu bener tapi kenapa pas mau nunggu konfirmasi no yg tertera salah ini lagi gangguan apa gimana,1
"sudah beberapa kali login gabisa masuk, lagi urgent malah susah masuk😭",PlayStore,sudah beberapa kali login gabisa masuk lagi urgent malah susah masuk,1
"Setiap daftar nomornya selalu beda dengan apa yang di ketik, jadi gak bisa masuk walau udah dicoba berkali kali, gak guna.",PlayStore,setiap daftar nomornya selalu beda dengan apa yang di ketik jadi gak bisa masuk walau udah dicoba berkali kali gak guna,1
kok bayar sih sekarang,PlayStore,kok bayar sih sekarang,1
verivikasinya lamaaaa,PlayStore,verivikasinya lamaaaa,1
baikk,PlayStore,baikk,1
apalah harus premium,PlayStore,apalah harus premium,1
"jelek banget apa2 bayar, mahal pula",PlayStore,jelek banget apa bayar mahal pula,0
"Gimana mau tau kontak siapa yg kita cari kalau harus premium, mana banyak iklan, gamau pake lage deh apk ini",PlayStore,gimana mau tau kontak siapa yg kita cari kalau harus premium mana banyak iklan gamau pake lage deh apk ini,1
keren banget ini aplikasi karena sangat membantu 👍,PlayStore,keren banget ini aplikasi karena sangat membantu,2
bnyk yg suka telp tiba tiba co?,PlayStore,bnyk yg suka telp tiba tiba co,2
selamat,PlayStore,selamat,1
aplikasi harus bayar sangat tidak menarik,PlayStore,aplikasi harus bayar sangat tidak menarik,1
sngt bagus,PlayStore,sngt bagus,2
berlangganan terlalu banyak,PlayStore,berlangganan terlalu banyak,1
aplikasi tidak terlalu berguna harus premium,PlayStore,aplikasi tidak terlalu berguna harus premium,1
"gak bisa login atau buat akun baru ,nomor nya hilang 2 angka padahal saya udah input benar",PlayStore,gak bisa login atau buat akun baru nomor nya hilang  angka padahal saya udah input benar,1
parah banget suruh bayar,PlayStore,parah banget suruh bayar,1
"Aplikasi tol*ol, baru pertama kali instal dan daftar, masukin no hp baru sekali ""anda terlalu banyak mengirim verifikasi "" muluk balasan nya. udah di tunggu berjam2 masih sama. aneh. malah gak bisa2 daftar sampe sekarang. hadehh",PlayStore,aplikasi tolol baru pertama kali instal dan daftar masukin no hp baru sekali anda terlalu banyak mengirim verifikasi  muluk balasan nya udah di tunggu berjam masih sama aneh malah gak bisa daftar sampe sekarang hadehh,1
"terlalu banyak batasan, harus premium dulu",PlayStore,terlalu banyak batasan harus premium dulu,1
masa harus berbayar sih padahal dulu nhga gitu,PlayStore,masa harus berbayar sih padahal dulu nhga gitu,1
"apk apaan ini njir? uda masuk pake akun Google malah di log out cara masuknya gimana trus,oon bgt gamau gua dowload ni apk bosoq",PlayStore,apk apaan ini njir uda masuk pake akun google malah di log out cara masuknya gimana trusoon bgt gamau gua dowload ni apk bosoq,1
bagaimana cara nya menghapus komentar yg kurang baik,PlayStore,bagaimana cara nya menghapus komentar yg kurang baik,1
"eror terus, uda berbayar rugi dong",PlayStore,eror terus uda berbayar rugi dong,0
"ga berguna, semua semua harus bayar, parah",PlayStore,ga berguna semua semua harus bayar parah,1
get contact tapi pakai akun harusnya nomer saja sudah cuku😶‍🌫,PlayStore,get contact tapi pakai akun harusnya nomer saja sudah cuku,1
sudah bayar masih gak bisa,PlayStore,sudah bayar masih gak bisa,1
"apa-apaan nga bisa verifikasi, nomor udah dimasukin lengkap tapi ketika verifikasi malah di ilangin sebagian nomernya, mana bisa verifikasi klu nomernya di penggal. anehh",PlayStore,apaapaan nga bisa verifikasi nomor udah dimasukin lengkap tapi ketika verifikasi malah di ilangin sebagian nomernya mana bisa verifikasi klu nomernya di penggal anehh,1
bgus bnget,PlayStore,bgus bnget,1
ya bgs si,PlayStore,ya bgs si,1
"stop ya pasang iklan yang muka nya boti, guathel, mana iklan nya ga bisa di skip, dan mesti lag pertengahan",PlayStore,stop ya pasang iklan yang muka nya boti guathel mana iklan nya ga bisa di skip dan mesti lag pertengahan,1
gajelas gabisa masuk gblk banget dah,PlayStore,gajelas gabisa masuk gblk banget dah,1
apa apaan apk gak guna masak mau lihat getcontact aja harus berlangganan dulu gak rekomended,PlayStore,apa apaan apk gak guna masak mau lihat getcontact aja harus berlangganan dulu gak rekomended,1
"bagus,tapi harus berlangganan terlebih dahulu",PlayStore,bagustapi harus berlangganan terlebih dahulu,1
maksa banget harus premium,PlayStore,maksa banget harus premium,1
GK gratis,PlayStore,gk gratis,1
kurang suka karena harus bayar,PlayStore,kurang suka karena harus bayar,2
lihat tag aja berlangganan minimal kasih kompensasi lah nonton iklan doang kek batas 3 kali perhari,PlayStore,lihat tag aja berlangganan minimal kasih kompensasi lah nonton iklan doang kek batas  kali perhari,1
kok jadi ribet gini mau login saja,PlayStore,kok jadi ribet gini mau login saja,1
kok bayarr,PlayStore,kok bayarr,1
